experiment,dgp,n,p,B,min_leaf,rep,rule,mean_abs_C,mean_bound,rel_C,s_lambda,identity_err,mse_true,mse_common
heterogeneity,dgp1,300,10,100,5,9,EB,0.004317810223213257,0.050749445261063855,0.012092107760064362,0.06250673264231932,4.440892098500626e-16,0.05981123482343651,0.06008900817486791
heterogeneity,dgp1,300,10,100,5,9,JS,0.0021257532167951484,0.02600007196942056,0.005953211382611716,0.03208087980316955,6.661338147750939e-16,0.060499310272370606,0.060338008901371566
heterogeneity,dgp1,300,10,100,5,10,EB,0.0052450370417850695,0.059241216950256886,0.017726245848348823,0.06801484843282378,5.551115123125783e-16,0.11075750541318834,0.11054774732363275
heterogeneity,dgp1,300,10,100,5,10,JS,0.002565991396603418,0.030419242908371197,0.008672082576076502,0.03495144081108804,4.440892098500626e-16,0.1104021980346595,0.11025800109596735
heterogeneity,dgp1,300,10,100,5,11,EB,0.005652497921749774,0.06532361984083353,0.020172837139035865,0.07258302841750229,4.440892098500626e-16,0.10491985604315779,0.10599637681943386
heterogeneity,dgp1,300,10,100,5,11,JS,0.002641348258699439,0.03360327616030999,0.009426538317722272,0.037375439078864515,3.3306690738754696e-16,0.10552216213645628,0.10568035627099613
heterogeneity,dgp1,300,10,100,5,12,EB,0.004243001248188691,0.0461797487777183,0.014628817619858072,0.06339460120281663,4.440892098500626e-16,0.06386762804011806,0.06421095248163466
heterogeneity,dgp1,300,10,100,5,12,JS,0.0018155862862243998,0.02180155889408249,0.006259691925763731,0.02999083369083629,3.3306690738754696e-16,0.0638532078633232,0.06394371699236283
heterogeneity,dgp1,300,10,100,5,13,EB,0.005721531840130961,0.062314679265437246,0.015673447562540552,0.07095849015316961,4.440892098500626e-16,0.08130584384909119,0.08214309417843758
heterogeneity,dgp1,300,10,100,5,13,JS,0.0031233483447155696,0.034592970313156925,0.008556036716790658,0.03941975647313649,6.661338147750939e-16,0.08268360270527131,0.08273817199500477
heterogeneity,dgp1,300,10,100,5,14,EB,0.004160917456517442,0.04461564570137595,0.01047707011687411,0.060174111124614585,4.440892098500626e-16,0.0811321336529488,0.08180850191820986
heterogeneity,dgp1,300,10,100,5,14,JS,0.002209563933027236,0.024156959717351326,0.005563618239477912,0.032643365006059494,4.440892098500626e-16,0.0821852647926371,0.08225182233047562
heterogeneity,dgp1,300,10,500,5,0,EB,0.0036293711827460077,0.07075243287851367,0.010855022191595863,0.08038210488610412,4.440892098500626e-16,0.06798891282699457,0.0680554182811377
