dgp,n,p,B,method,mse_true,mse,coverage,isc,rt,reps
dgp3,600,20,500,RF-H,0.05580106087694685,1.0377369818513529,0.952,5.798197660036502,0.7009602292000181,10
dgp3,600,20,500,RF-tuned,0.03784516130627415,1.0090087952843356,0.952,5.743279708359356,2.848799814599988,10
dgp3,600,20,500,RidgeRF,0.06296529756383079,1.0337395399650113,0.95,5.790789721109134,1.0594929268999749,10
dgp3,600,20,500,SSRF,0.0523348079764514,1.0256792385502775,0.952,5.800329562493846,1.6228057336999882,10
dgp3,600,20,500,SSRF-H,0.1394908644806413,1.1246247451389273,0.952,5.9027421982696655,0.7009602292000181,10
dgp3,600,20,500,SSRF-JS,0.0524594938880765,1.0256026639176823,0.952,5.800997490814137,1.6228057336999882,10
dgp3,600,20,500,SSRF-JS-H,0.1376341965584318,1.1225033990050788,0.952,5.900825055742642,0.7009602292000181,10
dgp3,600,20,500,SSRF-rob,0.048648400770378394,1.0199420788058804,0.95,5.803330180141435,2.0705355673999746,10
dgp3,600,20,500,SSRF-tuned,0.0446266142503244,1.0144740153083376,0.952,5.760104965385194,4.356952583300017,10
dgp3,1200,20,10,GBM,0.09001208639462305,1.0823672325288323,0.9541666666666666,6.222276577344273,0.21136962820010008,10
dgp3,1200,20,10,LassoRF,0.0837878727961836,1.086648074743127,0.9566666666666668,6.213576244507192,0.041521614099974555,10
dgp3,1200,20,10,RF,0.1012209270966101,1.0802321065025589,0.9550000000000001,6.164473804144652,0.0643686184000671,10
dgp3,1200,20,10,RF-H,0.09082704075644725,1.0965393862347148,0.9600000000000001,6.162139331375373,0.023132778500075748,10
dgp3,1200,20,10,RF-tuned,0.04174199260287915,1.0380397791997429,0.955,5.959427308661008,3.618958371800045,10
dgp3,1200,20,10,RidgeRF,0.08692799254276634,1.0891111237522084,0.9558333333333333,6.240198115088742,0.05625443460007769,10
dgp3,1200,20,10,SSRF,0.083755181937137,1.070558285353789,0.9566666666666667,6.062202160862004,0.0643686184000671,10
dgp3,1200,20,10,SSRF-H,0.14380343195822015,1.1428097556436474,0.955,6.185248973697277,0.023132778500075748,10
dgp3,1200,20,10,SSRF-JS,0.08484032366465645,1.071540382495745,0.9566666666666667,6.057265511048049,0.0643686184000671,10
dgp3,1200,20,10,SSRF-JS-H,0.14596173730066053,1.1449927590973927,0.9525000000000001,6.184661955432466,0.023132778500075748,10
dgp3,1200,20,10,SSRF-rob,0.09470243254271771,1.07589517977322,0.9533333333333334,6.165166572180107,0.07559293359995532,10
dgp3,1200,20,10,SSRF-tuned,0.043982164539839746,1.0431886234508905,0.9583333333333334,5.964383608417847,3.6760972291001055,10
dgp3,1200,20,500,GBM,0.09001208639462305,1.0823672325288323,0.9583333333333334,6.319312259191521,0.21220458380003032,10
dgp3,1200,20,500,LassoRF,0.0575836921489257,1.0410024755023022,0.9600000000000001,6.298782029280503,0.7696136421000574,10
dgp3,1200,20,500,RF,0.03679825476564385,1.0352910276773493,0.9575,6.173868463879886,3.220905072799906,10
dgp3,1200,20,500,RF-H,0.047214240021155554,1.0450759831002174,0.9558333333333333,6.130625177380233,1.1304382535999593,10
dgp3,1200,20,500,RF-tuned,0.03016331396780925,1.0252841334139433,0.9566666666666667,6.07865084372452,5.084790201600117,10
dgp3,1200,20,500,RidgeRF,0.0470710472325108,1.0437109020294715,0.9583333333333334,6.192351767175658,1.9397632027999407,10
dgp3,1200,20,500,SSRF,0.0443830862870149,1.0418540776109406,0.9583333333333334,6.1762085392502515,3.220905072799906,10
dgp3,1200,20,500,SSRF-H,0.14007062474836102,1.12140655861885,0.9558333333333333,6.277949921419026,1.1304382535999593,10
dgp3,1200,20,500,SSRF-JS,0.0444860355799769,1.0420964844041842,0.9583333333333334,6.178259910815123,3.220905072799906,10
dgp3,1200,20,500,SSRF-JS-H,0.14011980967792798,1.120614494229278,0.9558333333333333,6.2777452543929035,1.1304382535999593,10
dgp3,1200,20,500,SSRF-rob,0.0381321031571114,1.0358786169652217,0.9575,6.180096654656663,3.6894794157000432,10
dgp3,1200,20,500,SSRF-tuned,0.0315342995622859,1.0311689350556619,0.9566666666666667,6.095115460239791,7.944145732600054,10
dgp3,2000,24,10,GBM,0.10930898202279299,1.269683191938669,0.95,6.798567685715872,0.3736933295000199,10
dgp3,2000,24,10,LassoRF,0.086472196604961,1.180703622311068,0.9475,6.613369759624506,0.05779984100008727,10
dgp3,2000,24,10,RF,0.11264206136269095,1.194660440322581,0.948,6.621089302455093,0.14255466359995805,10
dgp3,2000,24,10,RF-H,0.09387548367743975,1.1954544103745526,0.948,6.631235793643349,0.041263955300018966,10
dgp3,2000,24,10,RF-tuned,0.0428044714351174,1.1490355327000867,0.9464999999999999,6.500123987994867,7.266656045399986,10
dgp3,2000,24,10,RidgeRF,0.10706481951533615,1.2018214791936777,0.953,6.616498595794731,0.09922147759994002,10
dgp3,2000,24,10,SSRF,0.07890853303857631,1.1633898735326746,0.949,6.5580752833517995,0.14255466359995805,10
dgp3,2000,24,10,SSRF-H,0.13595295689845685,1.2330068237387248,0.9495,6.672186323521718,0.041263955300018966,10
dgp3,2000,24,10,SSRF-JS,0.0806415439988782,1.1664146440098575,0.95,6.562436332788112,0.14255466359995805,10
dgp3,2000,24,10,SSRF-JS-H,0.13878607594549147,1.2463507198211372,0.949,6.711189060432451,0.041263955300018966,10
dgp3,2000,24,10,SSRF-rob,0.10516770447695176,1.1878365680056069,0.948,6.610782403078494,0.1593137420999028,10
dgp3,2000,24,10,SSRF-tuned,0.04865512788706145,1.1436995649711736,0.9475,6.541970994268199,7.392106030999957,10
dgp3,2000,24,500,GBM,0.10930898202279299,1.269683191938669,0.9544999999999999,6.662890835299125,0.3785672296999564,10
dgp3,2000,24,500,LassoRF,0.04877867285197775,1.134059285775823,0.9595,6.385913885210558,1.5151992146999873,10
dgp3,2000,24,500,RF,0.0374454615669794,1.1231990305822033,0.958,6.325902176997779,7.298324147099947,10
dgp3,2000,24,500,RF-H,0.0386137026470085,1.1174042500028882,0.955,6.424040299827279,1.9979315437999048,10
dgp3,2000,24,500,RF-tuned,0.02736344078911335,1.110677051967709,0.9584999999999999,6.355467951919507,10.601185989500118,10
dgp3,2000,24,500,RidgeRF,0.04428251659144575,1.147163128524956,0.9555,6.3552162238887675,4.3885525309000055,10
dgp3,2000,24,500,SSRF,0.041309669742176994,1.1225976827744564,0.958,6.3934745474255426,7.298324147099947,10
dgp3,2000,24,500,SSRF-H,0.1324478199889328,1.215314653463743,0.956,6.599758732959682,1.9979315437999048,10
dgp3,2000,24,500,SSRF-JS,0.041582754851144696,1.1236404726541314,0.9584999999999999,6.392874235733731,7.298324147099947,10
dgp3,2000,24,500,SSRF-JS-H,0.1337519772369748,1.2166309876302834,0.956,6.600009170516213,1.9979315437999048,10
dgp3,2000,24,500,SSRF-rob,0.03623077387361065,1.1222403632702225,0.9595,6.3300303057550185,7.926564548500028,10
dgp3,2000,24,500,SSRF-tuned,0.0310806156267481,1.1162237439025402,0.9575,6.395162835196647,16.913519793800013,10
