dataset,n,p,split,B,method,mse,mae,runtime,lam,lam_naive,leaves,n_eff,n_train
boston,506,14,14,500,GBM,10.195666836345382,2.271258899931847,0.385348027000191,0.9554883506328175,0.9793926790213541,55.038,3.5412334696350296,354
boston,506,14,15,5,RF,37.09935763597796,3.297945938894156,0.007781316000091465,0.970754337019972,0.9858458333189969,55.6,3.4664853921475878,354
boston,506,14,15,5,SSRF-JS,37.139624636271925,3.298847570911399,0.007781316000091465,0.970754337019972,0.9858458333189969,55.6,3.4664853921475878,354
boston,506,14,15,5,SSRF,37.10963178977527,3.293969846129616,0.007781316000091465,0.970754337019972,0.9858458333189969,55.6,3.4664853921475878,354
boston,506,14,15,5,SSRF-naive,37.11200232231727,3.294883819132637,0.008946156999854793,0.970754337019972,0.9858458333189969,55.6,3.4664853921475878,354
boston,506,14,15,5,SSRF-rob,37.071623175180356,3.296538727769685,0.011511721000033504,0.970754337019972,0.9858458333189969,55.6,3.4664853921475878,354
boston,506,14,15,10,RF,17.996268808366636,2.5200645790612897,0.013924898999903235,0.9601832868614302,0.9815731468838583,55.5,3.5523860787519856,354
boston,506,14,15,10,SSRF-JS,18.139535574282604,2.5491679325238326,0.013924898999903235,0.9601832868614302,0.9815731468838583,55.5,3.5523860787519856,354
boston,506,14,15,10,SSRF,18.13543323095481,2.5523167620229534,0.013924898999903235,0.9601832868614302,0.9815731468838583,55.5,3.5523860787519856,354
boston,506,14,15,10,SSRF-naive,18.043049867388934,2.531042210747355,0.016550700999914625,0.9601832868614302,0.9815731468838583,55.5,3.5523860787519856,354
boston,506,14,15,10,SSRF-rob,18.02557623018119,2.5276765699552683,0.022381977000122788,0.9601832868614302,0.9815731468838583,55.5,3.5523860787519856,354
boston,506,14,15,25,RF,15.95741260406676,2.5508278330372756,0.03601400599995941,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,SSRF-JS,15.8451570507033,2.534961209030936,0.03601400599995941,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,SSRF,15.902162984106457,2.536078903193134,0.03601400599995941,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,SSRF-naive,15.900638981730438,2.54071422044988,0.03864522499998202,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,SSRF-rob,15.900232858743816,2.542759796242423,0.055768585000123494,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,RF-tuned,11.911278061146975,2.2842648019558704,1.3194798800000171,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,SSRF-tuned,12.68250628966931,2.38332765403974,1.36300031199994,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,LassoRF,15.816560404845177,2.578071012154611,0.054430740999805494,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,25,GBM,11.466562968011177,2.21942886284129,0.13575139600015973,0.9635508606763374,0.982950306433787,55.0,3.5442889575126704,354
boston,506,14,15,100,RF,9.668582832619748,2.205498975233195,0.13757344900000135,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,SSRF-JS,10.90379562608454,2.3346577322576985,0.13757344900000135,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,SSRF,10.971036593621163,2.339732969189681,0.13757344900000135,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,SSRF-naive,10.200291988296192,2.260698841083929,0.1501235739999629,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,SSRF-rob,10.054352855572219,2.2451751885829343,0.22326421100001426,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,RF-tuned,8.424068104964517,2.0909934065751483,1.49036534999982,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,SSRF-tuned,9.146105861292563,2.144236375640456,1.710580820999894,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,LassoRF,11.155889822390954,2.3675370240141174,0.12828826500003743,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,100,GBM,7.128315200939354,1.8599171102655045,0.29975026800002524,0.9504296630128606,0.9769902379779546,54.88,3.53384957739968,354
boston,506,14,15,500,RF,8.026501583930314,2.061760197135059,0.7782780380000531,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,SSRF-JS,8.487073073005067,2.1307937020490475,0.7782780380000531,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,SSRF,8.500773376667198,2.13335306881465,0.7782780380000531,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,SSRF-naive,8.217948020970697,2.091925795609658,0.7866240390001167,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,SSRF-rob,8.160814237679782,2.0830931153283987,1.0785966270000245,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,RF-tuned,8.09885888719125,2.01739272888661,2.010234958999945,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,SSRF-tuned,8.172279638765593,2.026252367026358,3.066094477999968,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,LassoRF,8.567847425541816,2.14031407289342,0.583268334999957,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,15,500,GBM,9.97790412988534,2.150946479995722,0.24068523999994795,0.9577750288730345,0.9803400193749798,54.898,3.5396770296884035,354
boston,506,14,16,5,RF,9.408451054913096,2.350581515341384,0.007672522999882858,0.9501387023293585,0.9766488554956851,54.4,3.5298459172052326,354
boston,506,14,16,5,SSRF-JS,9.914332692907058,2.4164927652127934,0.007672522999882858,0.9501387023293585,0.9766488554956851,54.4,3.5298459172052326,354
boston,506,14,16,5,SSRF,10.027458178657529,2.428487528318878,0.007672522999882858,0.9501387023293585,0.9766488554956851,54.4,3.5298459172052326,354
boston,506,14,16,5,SSRF-naive,9.648586741669638,2.3802926418524124,0.009008428000015556,0.9501387023293585,0.9766488554956851,54.4,3.5298459172052326,354
boston,506,14,16,5,SSRF-rob,9.527398555067958,2.364837864245437,0.011785352999822862,0.9501387023293585,0.9766488554956851,54.4,3.5298459172052326,354
boston,506,14,16,10,RF,27.085639441365846,2.9569962334814313,0.01651341699994191,0.9687876143056544,0.9859848668123892,56.0,3.453269958962905,354
boston,506,14,16,10,SSRF-JS,27.20890932799876,2.972800872678679,0.01651341699994191,0.9687876143056544,0.9859848668123892,56.0,3.453269958962905,354
boston,506,14,16,10,SSRF,27.34686899045183,2.979819378001836,0.01651341699994191,0.9687876143056544,0.9859848668123892,56.0,3.453269958962905,354
boston,506,14,16,10,SSRF-naive,27.135171330475487,2.9611966536516143,0.016442868000012822,0.9687876143056544,0.9859848668123892,56.0,3.453269958962905,354
boston,506,14,16,10,SSRF-rob,27.140597565650648,2.961875021696356,0.023789130000068326,0.9687876143056544,0.9859848668123892,56.0,3.453269958962905,354
boston,506,14,16,25,RF,22.71516643180887,2.527434412736387,0.03510405399993033,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,SSRF-JS,22.789491936841955,2.5538451165462694,0.03510405399993033,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,SSRF,22.820579569561172,2.5571100363756276,0.03510405399993033,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,SSRF-naive,22.740324032184663,2.540033662765807,0.037726823999946646,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,SSRF-rob,22.733593374175925,2.5384340275270616,0.05609323399994537,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,RF-tuned,21.3379862091783,2.583389954051796,1.3833197879998806,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,SSRF-tuned,21.97888883687612,2.577004445933984,1.4439467549998426,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,LassoRF,23.817905442047305,2.736726796830349,0.050560589000042455,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,25,GBM,18.967774370594366,2.4286636900833733,0.2918556049999097,0.9670053710298373,0.9849123064567972,55.28,3.542498409699354,354
boston,506,14,16,100,RF,11.407396609891771,2.40929622516394,0.14607680399990386,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,SSRF-JS,12.258809801041595,2.4861130688642707,0.14607680399990386,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,SSRF,12.36449152651803,2.492151298527266,0.14607680399990386,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,SSRF-naive,11.778582467447805,2.4435346918032135,0.1623561559999871,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,SSRF-rob,11.660030658796106,2.433270789234871,0.25548065999987557,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,RF-tuned,9.515379624290325,2.2550704875533816,1.4509354980000353,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,SSRF-tuned,11.333953300893953,2.438750211385647,1.6362673589999304,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,LassoRF,11.37305838736229,2.4188729082693277,0.13883240800009844,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,100,GBM,8.537302101577541,2.1808044365747543,0.2389862400000311,0.9528075519946886,0.9782596850562917,54.91,3.564386676315712,354
boston,506,14,16,500,RF,8.887230550211086,2.0616784954048595,0.752128705999894,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,SSRF-JS,9.813669908873159,2.167088359197718,0.752128705999894,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,SSRF,9.87789722907207,2.171942062171898,0.752128705999894,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,SSRF-naive,9.290501038047708,2.1100702549845076,0.813970597999969,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,SSRF-rob,9.180338804630935,2.0977461620611515,1.196070035000048,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,RF-tuned,8.007025858503587,1.9829418269157733,2.043151468999895,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,SSRF-tuned,8.010135027983576,2.010136386708668,3.149552608999784,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,LassoRF,10.167672572906021,2.166022400809941,0.5413932589999604,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,16,500,GBM,7.46122618612487,1.9275158004045039,0.26069431900009477,0.9532353245876863,0.9782641852889407,54.986,3.541352015658435,354
boston,506,14,17,5,RF,21.934413403516228,2.6680296574770255,0.00738887500006058,0.9702906503479953,0.9862763403219599,56.0,3.4466870024400524,354
boston,506,14,17,5,SSRF-JS,21.830403822680694,2.6668124948475174,0.00738887500006058,0.9702906503479953,0.9862763403219599,56.0,3.4466870024400524,354
boston,506,14,17,5,SSRF,21.883558231306978,2.66780642331741,0.00738887500006058,0.9702906503479953,0.9862763403219599,56.0,3.4466870024400524,354
boston,506,14,17,5,SSRF-naive,21.877643214825117,2.666181140915617,0.007265348000146332,0.9702906503479953,0.9862763403219599,56.0,3.4466870024400524,354
boston,506,14,17,5,SSRF-rob,21.8932248005273,2.6671301226874164,0.01171897699987312,0.9702906503479953,0.9862763403219599,56.0,3.4466870024400524,354
boston,506,14,17,10,RF,10.738582463072664,2.3512878557523487,0.014654409999820928,0.9579625318229924,0.9806386704187293,55.4,3.498623653749148,354
boston,506,14,17,10,SSRF-JS,10.9968435599877,2.3859425956625446,0.014654409999820928,0.9579625318229924,0.9806386704187293,55.4,3.498623653749148,354
boston,506,14,17,10,SSRF,11.061690813867415,2.393681662920207,0.014654409999820928,0.9579625318229924,0.9806386704187293,55.4,3.498623653749148,354
boston,506,14,17,10,SSRF-naive,10.840400555772826,2.3664776536901826,0.015524042999913945,0.9579625318229924,0.9806386704187293,55.4,3.498623653749148,354
boston,506,14,17,10,SSRF-rob,10.807155770109492,2.3625053545471486,0.02142992100016272,0.9579625318229924,0.9806386704187293,55.4,3.498623653749148,354
boston,506,14,17,25,RF,24.197525695591626,2.600221336485152,0.0342908999998599,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,SSRF-JS,24.569341854984245,2.641884608803684,0.0342908999998599,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,SSRF,24.670596004927024,2.6494314098779,0.0342908999998599,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,SSRF-naive,24.37304455092936,2.618113591676302,0.03717013600021346,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,SSRF-rob,24.32564670021461,2.613896129784056,0.05562759100007497,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,RF-tuned,20.364936915040637,2.606354521720969,1.374234733999856,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,SSRF-tuned,19.86100301222107,2.5547893368540615,1.4271275520000017,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,LassoRF,23.693870963173072,2.72681352192292,0.04954167999994752,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,25,GBM,10.489061763127822,2.128858688572242,0.1517868420000923,0.9641910753535541,0.9834903671064182,55.28,3.54019162666474,354
boston,506,14,17,100,RF,15.282855000938634,2.514180540297845,0.1481708339999841,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,SSRF-JS,15.9661529268094,2.581722974970058,0.1481708339999841,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,SSRF,16.04413360019529,2.5879341646270717,0.1481708339999841,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,SSRF-naive,15.584298902211383,2.5434451360842125,0.15180301899999904,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,SSRF-rob,15.51204142810042,2.536460643054686,0.21159246899992468,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,RF-tuned,15.059557915934896,2.4581720556125153,1.3976311909998458,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,SSRF-tuned,13.934041179722158,2.4277514755720584,1.6089807389998896,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,LassoRF,16.148756778868773,2.523952643037313,0.13603627399993456,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,100,GBM,11.808066931383529,2.2155571634171585,0.26820686799987925,0.9587263168109971,0.9811158700685076,55.26,3.5459515211997923,354
boston,506,14,17,500,RF,11.216448199048925,2.4134338638330273,0.7091755690000809,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,SSRF-JS,12.436175418538115,2.551329167464654,0.7091755690000809,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,SSRF,12.523692847375427,2.557895897792032,0.7091755690000809,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,SSRF-naive,11.752430951568966,2.475053213546219,0.772854013999904,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,SSRF-rob,11.5746623180296,2.4552673663178552,1.10426301099983,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,RF-tuned,10.110111456934852,2.2435327332061203,2.0622667459999775,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,SSRF-tuned,10.264432773714471,2.2872029925573685,3.1504828180000004,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,LassoRF,12.860745445864644,2.558408269234406,0.5350649190002059,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,17,500,GBM,7.505865519086985,2.0290686217544724,0.21796524000001227,0.9516179677259088,0.9776821483061372,55.156,3.533230091680574,354
boston,506,14,18,5,RF,16.168907570279824,2.8127442422343742,0.00785655599997881,0.9557908405796619,0.9805063929013705,56.0,3.4509541080176787,354
boston,506,14,18,5,SSRF-JS,16.459976945903147,2.853944091935153,0.00785655599997881,0.9557908405796619,0.9805063929013705,56.0,3.4509541080176787,354
boston,506,14,18,5,SSRF,16.65040935808993,2.865086379385757,0.00785655599997881,0.9557908405796619,0.9805063929013705,56.0,3.4509541080176787,354
boston,506,14,18,5,SSRF-naive,16.27648260456183,2.827594699646806,0.008524803000000247,0.9557908405796619,0.9805063929013705,56.0,3.4509541080176787,354
boston,506,14,18,5,SSRF-rob,16.242896386106537,2.823583631219915,0.011742395000055694,0.9557908405796619,0.9805063929013705,56.0,3.4509541080176787,354
boston,506,14,18,10,RF,14.969480637167276,2.6591580940988835,0.01572343699990597,0.9504355354031164,0.9770532725032611,55.6,3.490545862655985,354
boston,506,14,18,10,SSRF-JS,15.44694447612793,2.727230169559183,0.01572343699990597,0.9504355354031164,0.9770532725032611,55.6,3.490545862655985,354
boston,506,14,18,10,SSRF,15.569541439399616,2.732014579455588,0.01572343699990597,0.9504355354031164,0.9770532725032611,55.6,3.490545862655985,354
boston,506,14,18,10,SSRF-naive,15.138737632780746,2.688386933162801,0.015737912999838954,0.9504355354031164,0.9770532725032611,55.6,3.490545862655985,354
boston,506,14,18,10,SSRF-rob,15.086992940142016,2.6798727637777535,0.02341475299999729,0.9504355354031164,0.9770532725032611,55.6,3.490545862655985,354
boston,506,14,18,25,RF,25.531956478191592,3.0292830182632344,0.03714058900004602,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,SSRF-JS,26.475460507346174,3.091274624554433,0.03714058900004602,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,SSRF,26.559044773468997,3.0973674299589655,0.03714058900004602,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,SSRF-naive,25.965526688948337,3.0572325979845365,0.039222674000029656,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,SSRF-rob,25.917141207912785,3.0551801148756126,0.05977566700016723,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,RF-tuned,23.923052075664724,2.9104285049745577,1.382722160999947,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,SSRF-tuned,21.0322939805141,2.8192220290306693,1.4325007580000602,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,LassoRF,31.721759804474658,3.125428265535838,0.05010234600013064,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,25,GBM,15.48452189434768,2.3549460618454785,0.2890531979999196,0.9640079621660249,0.9837269547035216,54.72,3.536828296309016,354
boston,506,14,18,100,RF,8.76817708498353,2.1100646174919016,0.1421431430001121,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,SSRF-JS,9.182318746265977,2.1403669733465787,0.1421431430001121,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,SSRF,9.202782059919812,2.1398291350612624,0.1421431430001121,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,SSRF-naive,8.942708387964046,2.120617019492544,0.15225302400017426,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,SSRF-rob,8.888514348058251,2.118117938505037,0.2174571120001474,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,RF-tuned,9.20615141525975,2.0703854103982104,1.4635101019998729,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,SSRF-tuned,9.264586648864233,2.121672706390897,1.6794461229999342,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,LassoRF,9.580281348634495,2.187216794711904,0.12632891699990978,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,100,GBM,10.916695898553876,2.037460117602203,0.15148512299992944,0.9571211294460937,0.979816825076044,54.99,3.556679106542129,354
boston,506,14,18,500,RF,13.965724055336313,2.2998212418635156,0.7359400930001812,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,SSRF-JS,14.787793625675896,2.389734858773703,0.7359400930001812,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,SSRF,14.848863896222943,2.394069037799307,0.7359400930001812,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,SSRF-naive,14.339077318784305,2.3379613433957016,0.7956151690000297,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,SSRF-rob,14.22588567378259,2.3262460027583476,1.1002424910000173,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,RF-tuned,10.863172194837249,2.1025827874136107,1.9986876599998595,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,SSRF-tuned,11.436864116710339,2.1511763985452546,3.0914811249997456,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,LassoRF,14.713469036045192,2.3169627174339054,0.5387572630002069,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,18,500,GBM,9.73534391585473,2.0718100730782165,0.22905738600002223,0.9572959685406045,0.9799677453727321,55.08,3.5377357640492213,354
boston,506,14,19,5,RF,21.49593056459169,3.082938150299993,0.007470200999932786,0.9588340396535056,0.9807737701967978,54.4,3.5080135775895713,354
boston,506,14,19,5,SSRF-JS,22.114044833731093,3.161556415373421,0.007470200999932786,0.9588340396535056,0.9807737701967978,54.4,3.5080135775895713,354
boston,506,14,19,5,SSRF,22.102312791654327,3.1622423088356193,0.007470200999932786,0.9588340396535056,0.9807737701967978,54.4,3.5080135775895713,354
boston,506,14,19,5,SSRF-naive,21.761899352952398,3.1171060507498316,0.00840366800002812,0.9588340396535056,0.9807737701967978,54.4,3.5080135775895713,354
boston,506,14,19,5,SSRF-rob,21.699149106762764,3.1092888718704454,0.012480466999932105,0.9588340396535056,0.9807737701967978,54.4,3.5080135775895713,354
boston,506,14,19,10,RF,11.15534025091846,2.4263052588858507,0.014757391999864922,0.9487994103371371,0.97603265818064,55.1,3.554070508167601,354
boston,506,14,19,10,SSRF-JS,11.927821855595933,2.500752774599896,0.014757391999864922,0.9487994103371371,0.97603265818064,55.1,3.554070508167601,354
boston,506,14,19,10,SSRF,11.963951518938607,2.5085757946118306,0.014757391999864922,0.9487994103371371,0.97603265818064,55.1,3.554070508167601,354
boston,506,14,19,10,SSRF-naive,11.452763138647368,2.4521109375872157,0.016063435999967624,0.9487994103371371,0.97603265818064,55.1,3.554070508167601,354
boston,506,14,19,10,SSRF-rob,11.363089587949288,2.444165555412477,0.02152091300013126,0.9487994103371371,0.97603265818064,55.1,3.554070508167601,354
boston,506,14,19,25,RF,14.405436199726571,2.6699973739525187,0.041035698000086995,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,SSRF-JS,15.664600631146401,2.7677277979398007,0.041035698000086995,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,SSRF,15.759191350574168,2.776026080688451,0.041035698000086995,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,SSRF-naive,14.950552904607159,2.7094189023636264,0.04434655600016413,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,SSRF-rob,14.779524075951375,2.6965420634403863,0.06015789200000654,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,RF-tuned,11.409659484947767,2.3712770989974934,1.3231406899999456,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,SSRF-tuned,11.547062485448183,2.44159602400781,1.3790247290000934,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,LassoRF,16.741212431860998,2.761817721847975,0.04958528799988926,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,25,GBM,8.101459184334843,2.151189466248317,0.15868153599990364,0.9491383498921528,0.9767690233909417,55.32,3.5138194564478926,354
boston,506,14,19,100,RF,15.21603875733358,2.5015641248006384,0.14697266899997885,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,SSRF-JS,16.128747451274627,2.6179729001059138,0.14697266899997885,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,SSRF,16.170756369875694,2.6231572640310503,0.14697266899997885,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,SSRF-naive,15.622916857156484,2.5549556017800903,0.15651792199992087,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,SSRF-rob,15.526197088929495,2.5429841341873507,0.2254659459999857,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,RF-tuned,14.483539294645075,2.417603777436015,1.4541069360000165,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,SSRF-tuned,13.320495380009342,2.4822008140942553,1.6638191360000292,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,LassoRF,16.855226844020486,2.5893982127086317,0.12883421399988038,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,100,GBM,10.803741793104546,2.2451109665992046,0.19251920800002154,0.9603663554505844,0.981566811509954,55.5,3.4949307239763736,354
boston,506,14,19,500,RF,7.729394087305346,2.018431886862652,0.7065190739999707,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,SSRF-JS,8.24179814010767,2.067298499486925,0.7065190739999707,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,SSRF,8.27337173749958,2.070185449152194,0.7065190739999707,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,SSRF-naive,7.949618617242451,2.0398532488752856,0.7656788279998636,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,SSRF-rob,7.891048689786505,2.0342748110270734,1.1048849230000997,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,RF-tuned,8.107504014563204,2.020590670692612,1.9987770980001187,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,SSRF-tuned,8.21520565808342,2.0226033750420953,3.0656213000002026,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
boston,506,14,19,500,LassoRF,8.414181087450006,2.0779634939274088,0.5872030600000926,0.9583702479220987,0.9805793274241577,55.054,3.5396312379189565,354
