"experiment","dgp","n","p","B","min_leaf","rep","snr","method","mse","mae","mse_true","coverage","interval_score","interval_width","dm_stat","dm_p","runtime","lambda","lambda_naive","leaves","n_eff","tuned_nodesize"
"grid","dgp1",300,10,500,5,2,0.143096286422545,"RF-H",1.18535810586438,0.81237872846497,0.086173688910107,0.94,5.91263724096153,4.26030032827612,-1.50300279681691,0.133154358218535,0.635999999999996,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",300,10,500,5,2,0.143096286422545,"SSRF-JS-H",1.2340748507366,0.835419473495818,0.13968108214019,0.93,6.06130243988047,4.31392234345833,1.0696079661813,0.285054172829254,0.635999999999996,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",300,10,500,5,2,0.143096286422545,"RidgeRF",1.21342867872343,0.819887566534752,0.0963594327487741,0.946,5.91458435192031,4.40392864972964,0.339737945148787,0.734125296066543,0.341000000000001,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",300,10,500,5,2,0.143096286422545,"LassoRF",1.31497980724647,0.875589456230672,0.203868515724508,0.952,5.95515451977579,4.58663565538445,3.21175514800823,0.00136141281284403,0.195,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",300,10,500,5,2,0.143096286422545,"GBM",1.21027177761538,0.824312547128459,0.111766691992866,0.934,5.94943151197198,4.34499361608685,0.0954323373175577,0.923990570635922,0.0590000000000046,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",300,10,500,5,2,0.143096286422545,"RF-tuned",1.1807047895815,0.811618827510074,0.0769802804261573,0.94,5.82848171025041,4.34042004307483,-2.92637955772164,0.00350698098447988,0.663999999999994,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",300,10,500,5,2,0.143096286422545,"SSRF-tuned",1.1804544257837,0.810924039528456,0.077923552640212,0.94,5.84849167090983,4.27837256351386,-2.8949793377366,0.00387437780726129,1.05,0.887970556108171,0.965617359028157,101.978,1.73874519455562,80
"grid","dgp1",600,20,10,5,1,0.156271126148337,"RF",1.61318788944283,0.945520916961456,0.181089264390997,0.956,6.07947793467756,5.00349538211047,5.76090674707238,1.11343496936451e-08,0.0309999999999988,0.921863208994651,0.976131738741807,203.3,1.73642792881241,40
"grid","dgp1",600,20,10,5,1,0.156271126148337,"SSRF-JS",1.59361799845728,0.936541514968659,0.161364004260237,0.952,6.06441401033128,4.99531714705151,NA,NA,0.0309999999999988,0.921863208994651,0.976131738741807,203.3,1.73642792881241,40
"grid","dgp1",600,20,10,5,1,0.156271126148337,"SSRF",1.59101293377962,0.93553338926777,0.158548190347205,0.954,6.06459554823353,5.00800172113104,-2.16003221755906,0.031007466125007,0.0309999999999988,0.921863208994651,0.976131738741807,203.3,1.73642792881241,40
