"experiment","dgp","n","p","B","min_leaf","rep","method","mse","mae","mse_true","lambda","leaves","n_eff","snr"
"substitution","dgp2",600,10,10,2,1,"SSRF",0.76786222405391,0.631633780273858,0.089541505414539,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,25,2,1,"RF",0.734239133926762,0.613146199504686,0.0683220396819858,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,25,2,1,"SSRF-JS",0.72853953988115,0.60782517326917,0.056791096021716,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,25,2,1,"SSRF",0.728183675855792,0.60762486886436,0.0564216961939746,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,50,2,1,"RF",0.716606969542668,0.603471422223966,0.054776343681199,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,50,2,1,"SSRF-JS",0.713727724182356,0.599980752151357,0.0463220434379052,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,50,2,1,"SSRF",0.713543724519227,0.599836092319822,0.0461475840932948,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,100,2,1,"RF",0.710654211301013,0.600850160290657,0.0478509328589036,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,100,2,1,"SSRF-JS",0.708562964854809,0.597662614809614,0.0402134512426585,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,100,2,1,"SSRF",0.70841038644759,0.597489604361328,0.0400212967476726,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,250,2,1,"RF",0.703357263752495,0.596972913540606,0.0422325072369247,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,250,2,1,"SSRF-JS",0.702564701773171,0.594869660634532,0.0358469129512505,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,250,2,1,"SSRF",0.702427430996315,0.594736311208828,0.0357370964230175,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,500,2,1,"RF",0.701159229291679,0.596069869372291,0.040177414365567,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,500,2,1,"SSRF-JS",0.700786793539898,0.594242612899116,0.0342111905034499,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,500,2,1,"SSRF",0.700767015401099,0.594169312919999,0.0341081475900279,0.87475541442644,338.202,1.1208212843212,0.149733255768359
"substitution","dgp2",600,10,1,2,2,"RF",1.28714832336027,0.850143067379003,0.567800013338774,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,1,2,2,"SSRF-JS",1.2195464249568,0.825005266088871,0.501710577655082,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,1,2,2,"SSRF",1.21734779641434,0.824465351555195,0.499202633532536,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,3,2,2,"RF",0.977755453508331,0.732779471180047,0.268477193382573,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,3,2,2,"SSRF-JS",0.871844757336317,0.683168275352605,0.170229677480079,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,3,2,2,"SSRF",0.871810497853135,0.683552479666506,0.170104299375347,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,5,2,2,"RF",0.892475030619028,0.687105744104256,0.174974954191511,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,5,2,2,"SSRF-JS",0.841919963628381,0.662808988316003,0.129942479433257,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,5,2,2,"SSRF",0.841642248811785,0.663065007755582,0.129409050098169,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,10,2,2,"RF",0.807915112676984,0.646850170879288,0.0974956690308782,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,10,2,2,"SSRF-JS",0.788019261742358,0.637503735715506,0.0810771316127876,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,10,2,2,"SSRF",0.787970769378218,0.637716433034792,0.0807646627863536,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,25,2,2,"RF",0.772162319111089,0.626156715427787,0.0566068631387019,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,25,2,2,"SSRF-JS",0.761636204762264,0.621294836888501,0.0498415507443611,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,25,2,2,"SSRF",0.762078830769756,0.621502001873127,0.0498690676713637,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,50,2,2,"RF",0.759772097509224,0.620086320962024,0.0485168480787014,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,50,2,2,"SSRF-JS",0.751761366586807,0.616400441112088,0.0436202465157146,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,50,2,2,"SSRF",0.752010934033642,0.616509208197276,0.043676132935092,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,100,2,2,"RF",0.753116464022406,0.615805527999289,0.042913679773683,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,100,2,2,"SSRF-JS",0.746799039719382,0.613897466356655,0.0389302544952147,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,100,2,2,"SSRF",0.7469188493518,0.613964142579449,0.03895664452437,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,250,2,2,"RF",0.744425132377972,0.609345053339591,0.0367031025018741,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,250,2,2,"SSRF-JS",0.739818971929199,0.608472470746657,0.0343464973417743,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,250,2,2,"SSRF",0.739871699207533,0.608487167896443,0.0343344033749803,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,500,2,2,"RF",0.741031111663591,0.608142251422795,0.0352145518016998,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,500,2,2,"SSRF-JS",0.737597044665055,0.607591958688336,0.0334094846968084,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,500,2,2,"SSRF",0.737663422673377,0.607649230337441,0.0334074585887018,0.853717873022237,339.412,1.11960095694908,0.166754869956895
"substitution","dgp2",600,10,1,5,1,"RF",1.82672162762189,0.897512219448916,1.17353406680038,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,1,5,1,"SSRF-JS",1.64451044803881,0.85868744124212,0.990262964292724,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,1,5,1,"SSRF",1.57594151227555,0.851447503104408,0.922078926593323,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,3,5,1,"RF",0.95944597263242,0.693972580165025,0.286886141593101,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,3,5,1,"SSRF-JS",0.912757924014323,0.676506725918035,0.240915835117018,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,3,5,1,"SSRF",0.898144665966066,0.672353392925098,0.227302661461489,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,5,5,1,"RF",0.858333468444325,0.658141155490871,0.184738097842607,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,5,5,1,"SSRF-JS",0.80834454967604,0.635700916473749,0.135947596237281,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,5,5,1,"SSRF",0.799371112686591,0.632271815556903,0.127465866838749,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,10,5,1,"RF",0.783807315003552,0.6316004857127,0.129150811992509,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,10,5,1,"SSRF-JS",0.761044348163037,0.620717412929094,0.104427815912228,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,10,5,1,"SSRF",0.756425438650707,0.618281722405702,0.0992623616638704,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,25,5,1,"RF",0.733979374872277,0.602359391837674,0.078785519457078,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,25,5,1,"SSRF-JS",0.721959949685238,0.596941875391167,0.0652652849199268,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,25,5,1,"SSRF",0.719480493611416,0.595712082259727,0.0620952912071478,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,50,5,1,"RF",0.720484324107682,0.593804935871734,0.061289148059728,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,50,5,1,"SSRF-JS",0.712004687549401,0.590231584596802,0.0514586350849706,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,50,5,1,"SSRF",0.709790496957573,0.589104728344661,0.0486674404934854,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,100,5,1,"RF",0.715949389642757,0.591079576590002,0.0533951115834204,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,100,5,1,"SSRF-JS",0.710832707243933,0.589503236021398,0.0470867645048908,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,100,5,1,"SSRF",0.70900071537602,0.588662019412404,0.0449898360713301,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,250,5,1,"RF",0.715329689392266,0.591075144406495,0.0520743726914176,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,250,5,1,"SSRF-JS",0.709537669751445,0.589162473928768,0.0456840259635042,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,250,5,1,"SSRF",0.70756745688968,0.588300717952206,0.043680116845422,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,500,5,1,"RF",0.714577210944842,0.590609472633812,0.04988919815757,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,500,5,1,"SSRF-JS",0.708353887433943,0.588744924314003,0.0435344689676068,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,500,5,1,"SSRF",0.706489776434862,0.587853273382826,0.0416082049548283,0.83021620613899,204.394,1.73438210166501,0.113938952955482
"substitution","dgp2",600,10,1,5,2,"RF",1.19319071723751,0.84650961002321,0.533042898795024,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,1,5,2,"SSRF-JS",1.08156559020561,0.80006701496621,0.424190523730659,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,1,5,2,"SSRF",1.08233133487137,0.80026382959349,0.424124330018726,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,3,5,2,"RF",0.921678015973232,0.719023966570178,0.238806797341667,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,3,5,2,"SSRF-JS",0.868055947798482,0.691749377653347,0.191169953841255,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,3,5,2,"SSRF",0.863778826847042,0.689580957539403,0.186091289507533,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,5,5,2,"RF",0.844077115104431,0.677544158785435,0.162708666011846,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,5,5,2,"SSRF-JS",0.808662235690498,0.660057357377362,0.132975261359417,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,5,5,2,"SSRF",0.805594604161522,0.65878494600922,0.129796221285681,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,10,5,2,"RF",0.784286630116773,0.645512199543116,0.1052403445637,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,10,5,2,"SSRF-JS",0.7650640024801,0.636012125943355,0.0910653739848425,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,10,5,2,"SSRF",0.762756855634593,0.634926164513616,0.0889008005717817,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,25,5,2,"RF",0.733874046125569,0.616322130499517,0.0709951324478389,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,25,5,2,"SSRF-JS",0.724101560045479,0.611681993072956,0.0644238752955458,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,25,5,2,"SSRF",0.72273484149195,0.611214121677089,0.0635506142390152,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,50,5,2,"RF",0.723379031579836,0.608990262186412,0.061749976021191,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,50,5,2,"SSRF-JS",0.716462949626097,0.606255687634067,0.0579318566407621,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,50,5,2,"SSRF",0.71525743163099,0.605862556141996,0.0572829268679184,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,100,5,2,"RF",0.708380512022568,0.601680238708455,0.0524952158066954,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,100,5,2,"SSRF-JS",0.703965209596808,0.599524521944881,0.0502468164806,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,100,5,2,"SSRF",0.703273838536134,0.599375811293964,0.049874416819666,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,250,5,2,"RF",0.703497316574512,0.599909363885433,0.0487725750015509,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,250,5,2,"SSRF-JS",0.699967973358118,0.598419715176184,0.0472711732331261,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,250,5,2,"SSRF",0.699345284860783,0.598125090145799,0.0468796836012644,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,500,5,2,"RF",0.700640656252196,0.599275953307605,0.0468691897193733,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,500,5,2,"SSRF-JS",0.697452503867356,0.5977947941608,0.0456050090307742,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,500,5,2,"SSRF",0.696967439516137,0.597556616219949,0.0452826862129748,0.891866825529478,204.408,1.73650306133161,0.161837927191047
"substitution","dgp2",600,10,1,20,1,"RF",1.14289772148334,0.803426751092843,0.501170802257674,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,1,20,1,"SSRF-JS",1.04207159304264,0.764554180750434,0.396325484054489,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,1,20,1,"SSRF",0.965144806508967,0.736900860791348,0.304991741108121,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,3,20,1,"RF",0.845491479174831,0.672245629131163,0.185589228778378,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,3,20,1,"SSRF-JS",0.812240823061092,0.65507290372488,0.150473152636821,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,3,20,1,"SSRF",0.788127118157117,0.641461197564049,0.121873081497734,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,5,20,1,"RF",0.772031312847028,0.634322933308873,0.109539532677145,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,5,20,1,"SSRF-JS",0.754250985804457,0.624151932515648,0.0901689729317397,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,5,20,1,"SSRF",0.744854698278535,0.617407357651749,0.0779841459525404,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,10,20,1,"RF",0.737318959336605,0.614720920279268,0.073844144668897,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,10,20,1,"SSRF-JS",0.725904417819643,0.607414334176591,0.0609542875741304,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,10,20,1,"SSRF",0.720168305918358,0.603427070179307,0.0534917079364765,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,25,20,1,"RF",0.716718474119659,0.598962491985233,0.0440318104572822,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,25,20,1,"SSRF-JS",0.7130755681297,0.596612013617585,0.0401201135304802,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,25,20,1,"SSRF",0.709848575280156,0.594375421681294,0.0360354486901951,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,50,20,1,"RF",0.707792271260749,0.594373800150506,0.0372739798402815,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,50,20,1,"SSRF-JS",0.705971048951026,0.593188992447396,0.0348139063795472,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,50,20,1,"SSRF",0.704493490140844,0.591640881987551,0.0317419861070146,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,100,20,1,"RF",0.701002818122347,0.588504780875992,0.0316456358968014,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,100,20,1,"SSRF-JS",0.700744637098128,0.588326209606013,0.0306454188234133,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,100,20,1,"SSRF",0.699554352547043,0.587521283373505,0.0278068165627254,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,250,20,1,"RF",0.702136125888081,0.590450967311785,0.0293734631703594,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,250,20,1,"SSRF-JS",0.702029864729324,0.590216310000063,0.028987737696219,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,250,20,1,"SSRF",0.700756631534653,0.589211279453521,0.0266856613741976,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,500,20,1,"RF",0.70252002885806,0.590501009909152,0.0288796898858442,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,500,20,1,"SSRF-JS",0.702477360301925,0.590402158358843,0.0286858277608738,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,500,20,1,"SSRF",0.701008497801582,0.589095136914459,0.0262178454740479,0.870103128201884,66.372,4.82556031904249,0.155708308480003
"substitution","dgp2",600,10,1,20,2,"RF",1.47656352474475,0.857473137923927,0.731446483244061,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,1,20,2,"SSRF-JS",1.32392913402495,0.810646681088815,0.575363127912189,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,1,20,2,"SSRF",1.16417994134018,0.77144771150425,0.421196116162132,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,3,20,2,"RF",0.972921955135705,0.700441571537347,0.211629890170448,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,3,20,2,"SSRF-JS",0.927797034804454,0.67775821747386,0.164017899051903,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,3,20,2,"SSRF",0.899227219890871,0.664871712839323,0.134088511357529,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,5,20,2,"RF",0.898780220221348,0.664500553880677,0.147901852243566,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,5,20,2,"SSRF-JS",0.869490238704895,0.648719964845959,0.114686930936598,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,5,20,2,"SSRF",0.850600315739725,0.639481264807873,0.0960272603368857,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,10,20,2,"RF",0.862259825412352,0.646872755966582,0.109058128593932,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,10,20,2,"SSRF-JS",0.843641499693315,0.636138795813649,0.0872754442796409,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,10,20,2,"SSRF",0.832972915602909,0.630197476702731,0.0765249687097914,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,25,20,2,"RF",0.823045572647434,0.625294460301616,0.0670073923748939,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,25,20,2,"SSRF-JS",0.814138726685438,0.619087576899012,0.0557131071345982,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,25,20,2,"SSRF",0.807386370670476,0.615672432593676,0.0510617104402817,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,50,20,2,"RF",0.817838439594528,0.620398797066668,0.0574981903233224,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,50,20,2,"SSRF-JS",0.811085891031071,0.615382836797793,0.0488915430012909,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,50,20,2,"SSRF",0.805749169146945,0.612362423018225,0.045244711562954,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,100,20,2,"RF",0.810195254659294,0.616559994493322,0.0514593251766078,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,100,20,2,"SSRF-JS",0.805255927289361,0.612190302089481,0.0444832794297279,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,100,20,2,"SSRF",0.800113723605957,0.609254393192787,0.0408717758383013,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,250,20,2,"RF",0.809852756889044,0.615597542499953,0.0509172416132544,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,250,20,2,"SSRF-JS",0.805274575996246,0.611329600725641,0.0444167330638076,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,250,20,2,"SSRF",0.800202473381487,0.608516831295809,0.040788846429793,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,500,20,2,"RF",0.809076707432124,0.614716428893718,0.0511559947083111,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,500,20,2,"SSRF-JS",0.804389998690588,0.610365933770708,0.0444899830750377,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp2",600,10,500,20,2,"SSRF",0.799432579223952,0.607818609002966,0.0405739627834487,0.876139642303549,65.676,4.87913070849593,0.13247086713405
"substitution","dgp3",600,10,1,2,1,"RF",2.04415945782396,0.97940657982375,1.17801321290648,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,1,2,1,"SSRF-JS",1.97984665293038,0.9639701260771,1.11267189924918,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,1,2,1,"SSRF",1.97525706447555,0.963096680864239,1.10805085586717,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,3,2,1,"RF",1.30058939964093,0.776487480937053,0.383109624164889,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,3,2,1,"SSRF-JS",1.25765374879779,0.75876567499283,0.342041334931795,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,3,2,1,"SSRF",1.25497830425273,0.757623310654465,0.339026537114956,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,5,2,1,"RF",1.17242744693685,0.725728773081456,0.247649683945329,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,5,2,1,"SSRF-JS",1.14298232292693,0.712884346190052,0.220631052078547,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,5,2,1,"SSRF",1.14130061303109,0.712052025889799,0.218917222696594,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,10,2,1,"RF",1.04167348350839,0.66526267740871,0.141162381164402,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,10,2,1,"SSRF-JS",1.01905398201263,0.652315472810533,0.118077735880253,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,10,2,1,"SSRF",1.01816813711504,0.651830719295664,0.116867222846709,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,25,2,1,"RF",1.01526085229079,0.636038743745216,0.0958916884474268,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,25,2,1,"SSRF-JS",0.998865052331642,0.627377682760563,0.0796064422773331,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,25,2,1,"SSRF",0.998145960239392,0.626978276409085,0.0788061115859633,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,50,2,1,"RF",0.992313702611119,0.621451111951094,0.0766774401140689,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,50,2,1,"SSRF-JS",0.981950606887192,0.616944466363733,0.0671089116329437,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,50,2,1,"SSRF",0.981381998148494,0.616713513042554,0.0664074205172933,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,100,2,1,"RF",0.980202140407711,0.61512409982953,0.0645176327257441,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,100,2,1,"SSRF-JS",0.970732238669712,0.610024313370391,0.0558175011013619,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,100,2,1,"SSRF",0.970332466798414,0.60989005158654,0.0552746714034224,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,250,2,1,"RF",0.965527489515005,0.609500834618433,0.0566500435396302,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,250,2,1,"SSRF-JS",0.957583957391187,0.605618004539391,0.0496416824071517,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,250,2,1,"SSRF",0.95725676714527,0.605491722081374,0.0491019134000281,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,500,2,1,"RF",0.963352639694064,0.610063616215041,0.0568134703193026,0.871847910779212,338.87,1.11993389795497,0.204748630151577
